,Country,Age Group,age,Job Title
5772,Italy,18-29,1991,Unemployed
5773,Italy,30-49,31 years old,Unemployed
5774,Italy,30-49,33 years old,Unemployed
5775,Italy,18-29,1992,Unemployed
5776,Italy,50-69,40 years old,Unemployed
5777,Italy,50-69,45 years old,Unemployed
5778,Italy,50-69,57 years old,Unemployed
5779,Italy,18-29,1992,Unemployed
5780,Italy,30-49,36 years old,Unemployed
5781,Italy,18-29,2000,Unemployed
5782,Italy,18-29,2001,Unemployed
5783,Italy,30-49,31 years old,Unemployed
5784,Italy,18-29,2001,Unemployed
5785,Italy,50-69,47 years old,Unemployed
5786,Italy,30-49,1986,Unemployed
5787,Italy,18-29,1996,Unemployed
5788,Italy,18-29,2001,Unemployed
5789,Italy,18-29,2002,Unemployed
5790,Italy,50-69,58 years old,Unemployed
5791,Italy,30-49,1990,Unemployed
5792,Italy,30-49,1987,Unemployed
5793,Italy,50-69,53 years old,Unemployed
5794,Italy,30-49,1988,Unemployed
5795,Italy,50-69,53 years old,Unemployed
5796,Italy,18-29,2000,Unemployed
5797,Italy,30-49,1987,Unemployed
5798,Italy,50-69,50 years old,Unemployed
5799,Italy,18-29,1994,Unemployed
5800,Italy,50-69,41 years old,Unemployed
5801,Italy,50-69,49 years old,Unemployed
5802,Italy,50-69,53 years old,Unemployed
5803,Italy,30-49,1990,Unemployed
5804,Italy,50-69,53 years old,Unemployed
5805,Italy,30-49,1987,Unemployed
5806,Italy,30-49,33 years old,Unemployed
5807,Italy,50-69,58 years old,Unemployed
5808,Italy,30-49,35 years old,Unemployed
5809,Italy,50-69,43 years old,Unemployed
5810,Italy,50-69,46 years old,Unemployed
5811,Italy,50-69,41 years old,Unemployed
5812,Italy,30-49,39 years old,Unemployed
5813,Italy,30-49,35 years old,Unemployed
5814,Italy,50-69,50 years old,Unemployed
5815,Italy,50-69,43 years old,Unemployed
5816,Italy,50-69,41 years old,Unemployed
5817,Italy,50-69,40 years old,Unemployed
5818,Italy,50-69,41 years old,Unemployed
5819,Italy,50-69,53 years old,Unemployed
5820,Italy,50-69,48 years old,Unemployed
5821,Italy,18-29,1998,Unemployed
5822,Italy,50-69,47 years old,Unemployed
5823,Italy,30-49,33 years old,Unemployed
5824,Italy,18-29,1994,Unemployed
5825,Italy,50-69,46 years old,Unemployed
5826,Italy,50-69,43 years old,Unemployed
5827,Italy,18-29,1994,Unemployed
5828,Italy,18-29,2001,Unemployed
5829,Italy,18-29,1999,Unemployed
5830,Italy,50-69,42 years old,Unemployed
5831,Italy,18-29,1991,Unemployed
5832,Italy,30-49,31 years old,Unemployed
5833,Italy,50-69,45 years old,Unemployed
5834,Italy,30-49,1986,Unemployed
5835,Italy,18-29,1994,Unemployed
5836,Italy,30-49,36 years old,Unemployed
5837,Italy,50-69,41 years old,Unemployed
5838,Italy,30-49,1988,Unemployed
5839,Italy,30-49,31 years old,Unemployed
5840,Italy,18-29,1992,Unemployed
5841,Italy,30-49,1988,Unemployed
5842,Italy,50-69,45 years old,Unemployed
5843,Italy,50-69,64 years old,Unemployed
5844,Italy,50-69,49 years old,Unemployed
5845,Italy,30-49,1988,Unemployed
5846,Italy,30-49,1989,Unemployed
5847,Italy,50-69,45 years old,Unemployed
5848,Italy,50-69,43 years old,Unemployed
5849,Italy,30-49,35 years old,Unemployed
5850,Italy,50-69,50 years old,Unemployed
5851,Italy,50-69,51 years old,Unemployed
5852,Italy,30-49,1986,Unemployed
5853,Italy,50-69,60 years old,Unemployed
5854,Italy,50-69,42 years old,Unemployed
5855,Italy,18-29,1998,Unemployed
5856,Italy,50-69,53 years old,Unemployed
5857,Italy,30-49,31 years old,Unemployed
5858,Italy,30-49,1988,Unemployed
5859,Italy,18-29,1996,Unemployed
5860,Italy,50-69,41 years old,Unemployed
5861,Italy,18-29,2002,Unemployed
5862,Italy,50-69,53 years old,Unemployed
5863,Italy,18-29,1997,Unemployed
5864,Italy,18-29,1994,Unemployed
5865,Italy,18-29,1993,Unemployed
5866,Italy,30-49,1986,Unemployed
5867,Italy,30-49,31 years old,Unemployed
5868,Italy,50-69,48 years old,Unemployed
5869,Italy,50-69,53 years old,Unemployed
5870,Italy,50-69,40 years old,Unemployed
5871,Italy,50-69,42 years old,Unemployed
5872,Italy,30-49,35 years old,Unemployed
5873,Italy,50-69,42 years old,Unemployed
5874,Italy,50-69,53 years old,Unemployed
5875,Italy,50-69,52 years old,Unemployed
5876,Italy,50-69,65 years old,Unemployed
5877,Italy,18-29,1998,Unemployed
5878,Italy,18-29,1994,Unemployed
5879,Italy,18-29,1991,Unemployed
5880,Italy,50-69,54 years old,Unemployed
5881,Italy,30-49,31 years old,Unemployed
5882,Italy,18-29,1994,Unemployed
5883,Italy,18-29,1992,Unemployed
5884,Italy,50-69,42 years old,Unemployed
5885,Italy,30-49,31 years old,Unemployed
5886,Italy,50-69,48 years old,Unemployed
5887,Italy,50-69,45 years old,Unemployed
5888,Italy,18-29,1991,Unemployed
5889,Italy,18-29,1996,Unemployed
5890,Italy,30-49,1988,Unemployed
5891,Italy,50-69,40 years old,Unemployed
5892,Italy,18-29,1995,Unemployed
5893,Italy,18-29,1992,Unemployed
5894,Italy,30-49,1988,Unemployed
5895,Italy,30-49,1990,Unemployed
5896,Italy,18-29,2000,Unemployed
5897,Italy,50-69,56 years old,Unemployed
5898,Italy,18-29,2002,Unemployed
5899,Italy,30-49,35 years old,Unemployed
5900,Italy,18-29,2001,Unemployed
5901,Italy,18-29,1991,Unemployed
5902,Italy,30-49,1990,Unemployed
5903,Italy,50-69,46 years old,Unemployed
5904,Italy,18-29,2002,Unemployed
5905,Italy,18-29,2000,Unemployed
5906,Italy,50-69,48 years old,Unemployed
5907,Italy,30-49,1987,Unemployed
5908,Italy,18-29,1991,Unemployed
5909,Italy,30-49,34 years old,Unemployed
5910,Italy,50-69,42 years old,Unemployed
5911,Italy,30-49,1987,Unemployed
5912,Italy,30-49,1989,Unemployed
5913,Italy,50-69,53 years old,Unemployed
5914,Italy,50-69,41 years old,Unemployed
5915,Italy,18-29,1991,Unemployed
5916,Italy,18-29,1995,Unemployed
5917,Italy,30-49,39 years old,Unemployed
5918,Italy,30-49,1986,Unemployed
5919,Italy,50-69,54 years old,Unemployed
5920,Italy,50-69,49 years old,Unemployed
5921,Italy,18-29,1994,Unemployed
5922,Italy,30-49,31 years old,Unemployed
5923,Italy,18-29,1995,Unemployed
5924,Italy,50-69,41 years old,Unemployed
5925,Italy,18-29,1994,Unemployed
5926,Italy,18-29,1992,Unemployed
5927,Italy,30-49,33 years old,Unemployed
5928,Italy,18-29,2001,Unemployed
5929,Italy,50-69,42 years old,Unemployed
5930,Italy,18-29,1997,Unemployed
5931,Italy,50-69,42 years old,Unemployed
5932,Italy,50-69,43 years old,Unemployed
5933,Italy,50-69,58 years old,Unemployed
5934,Italy,50-69,56 years old,Unemployed
5935,Italy,18-29,1991,Unemployed
5936,Italy,30-49,31 years old,Unemployed
5937,Italy,18-29,1996,Unemployed
5938,Italy,50-69,44 years old,Unemployed
5939,Italy,30-49,39 years old,Unemployed
5940,Italy,18-29,1991,Unemployed
5941,Italy,18-29,2000,Unemployed
5942,Italy,50-69,65 years old,Unemployed
5943,Italy,18-29,1995,Unemployed
5944,Italy,18-29,1997,Unemployed
5945,Italy,50-69,41 years old,Unemployed
5946,Italy,18-29,2001,Unemployed
5947,Italy,18-29,1995,Unemployed
5948,Italy,30-49,33 years old,Unemployed
5949,Italy,50-69,45 years old,Unemployed
5950,Italy,30-49,39 years old,Unemployed
5951,Italy,30-49,39 years old,Unemployed
5952,Italy,18-29,1991,Unemployed
5953,Italy,18-29,1999,Unemployed
5954,Italy,50-69,62 years old,Unemployed
5955,Italy,30-49,32 years old,Unemployed
5956,Italy,50-69,61 years old,Unemployed
5957,Italy,30-49,1987,Unemployed
5958,Italy,30-49,39 years old,Unemployed
5959,Italy,18-29,1996,Unemployed
5960,Italy,50-69,52 years old,Unemployed
5961,Italy,18-29,2002,Unemployed
5962,Italy,30-49,33 years old,Unemployed
5963,Italy,30-49,1988,Unemployed
5964,Italy,30-49,1986,Unemployed
5965,Italy,30-49,39 years old,Unemployed
5966,Italy,18-29,1991,Unemployed
5967,Italy,18-29,1999,Unemployed
5968,Italy,30-49,1988,Unemployed
5969,Italy,50-69,63 years old,Unemployed
5970,Italy,30-49,1987,Unemployed
5971,Italy,18-29,1999,Unemployed
5972,Italy,50-69,54 years old,Unemployed
5973,Italy,50-69,55 years old,Unemployed
5974,Italy,50-69,53 years old,Unemployed
5975,Italy,18-29,1994,Unemployed
5976,Italy,18-29,2001,Unemployed
5977,Italy,30-49,1988,Unemployed
5978,Italy,50-69,41 years old,Unemployed
5979,Italy,50-69,41 years old,Unemployed
5980,Italy,50-69,43 years old,Unemployed
5981,Italy,18-29,1992,Unemployed
5982,Italy,18-29,1993,Unemployed
5983,Italy,18-29,1997,Unemployed
5984,Italy,50-69,59 years old,Unemployed
5985,Italy,18-29,1998,Unemployed
5986,Italy,50-69,52 years old,Unemployed
5987,Italy,18-29,2002,Unemployed
5988,Italy,50-69,41 years old,Unemployed
5989,Italy,30-49,1989,Automatic Data Processing Planner
5990,Italy,50-69,42 years old,Automatic Data Processing Planner
5991,Italy,50-69,49 years old,Automatic Data Processing Planner
5992,Italy,50-69,40 years old,Automatic Data Processing Planner
5993,Italy,50-69,63 years old,Automatic Data Processing Planner
5994,Italy,50-69,63 years old,Automatic Data Processing Planner
5995,Italy,30-49,37 years old,Automatic Data Processing Planner
5996,Italy,30-49,35 years old,Data Coordinator
5997,Italy,50-69,48 years old,Data Coordinator
5998,Italy,50-69,40 years old,Data Coordinator
5999,Italy,50-69,57 years old,Data Coordinator
6000,Italy,30-49,34 years old,Data Coordinator
6001,Italy,18-29,1992,Data Coordinator
6002,Italy,50-69,42 years old,Data Coordinator
6003,Italy,50-69,45 years old,Data Coordinator
6004,Italy,30-49,1989,Data Coordinator
6005,Italy,30-49,1989,Data Coordinator
6006,Italy,30-49,31 years old,Database Developer
6007,Italy,50-69,40 years old,Database Developer
6008,Italy,50-69,51 years old,Data Entry Specialist
6009,Italy,50-69,61 years old,Database Architect
6010,Italy,30-49,34 years old,Database Architect
6011,Italy,50-69,41 years old,Database Architect
6012,Italy,50-69,49 years old,Database Architect
6013,Italy,50-69,41 years old,Database Architect
6014,Italy,30-49,34 years old,Database Architect
6015,Italy,50-69,40 years old,Database Architect
6016,Italy,30-49,32 years old,Database Architect
6017,Italy,50-69,51 years old,Database Architect
6018,Italy,50-69,52 years old,Database Architect
6019,Italy,50-69,43 years old,Database Architect
6020,Italy,30-49,1988,Database Architect
6021,Italy,30-49,1987,Database Architect
6022,Italy,30-49,36 years old,Database Architect
6023,Italy,18-29,1997,Database Architect
6024,Italy,50-69,49 years old,Geographic Information Systems Database Administrator (GIS Database Administrator)
6025,Italy,50-69,44 years old,Geographic Information Systems Database Administrator (GIS Database Administrator)
6026,Italy,30-49,1989,Geographic Information Systems Database Administrator (GIS Database Administrator)
6027,Italy,50-69,50 years old,Geographic Information Systems Database Administrator (GIS Database Administrator)
6028,Italy,50-69,42 years old,Geographic Information Systems Database Administrator (GIS Database Administrator)
6029,Italy,30-49,1986,Geographic Information Systems Database Administrator (GIS Database Administrator)
6030,Italy,50-69,40 years old,Geographic Information Systems Database Administrator (GIS Database Administrator)
6031,Italy,30-49,35 years old,Geographic Information Systems Database Administrator (GIS Database Administrator)
6032,Italy,50-69,44 years old,Geographic Information Systems Database Administrator (GIS Database Administrator)
6033,Italy,30-49,1990,Geographic Information Systems Database Administrator (GIS Database Administrator)
6034,Italy,18-29,2001,Geographic Information Systems Database Administrator (GIS Database Administrator)
6035,Italy,50-69,59 years old,Geographic Information Systems Database Administrator (GIS Database Administrator)
6036,Italy,50-69,58 years old,Data Communications Software Consultant
6037,Italy,50-69,40 years old,Data Communications Software Consultant
6038,Italy,30-49,34 years old,Data Communications Software Consultant
6039,Italy,50-69,53 years old,Data Communications Software Consultant
6040,Italy,30-49,1989,Data Communications Software Consultant
6041,Italy,30-49,36 years old,Data Security Analyst
6042,Italy,50-69,48 years old,Data Security Analyst
6043,Italy,50-69,48 years old,Data Security Analyst
6044,Italy,50-69,52 years old,Data Security Analyst
6045,Italy,50-69,54 years old,Data Security Analyst
6046,Italy,30-49,1988,Data Security Analyst
6047,Italy,30-49,32 years old,Database Marketing Analyst
6048,Italy,30-49,32 years old,Database Marketing Analyst
6049,Italy,50-69,40 years old,Database Marketing Analyst
6050,Italy,50-69,41 years old,Database Marketing Analyst
6051,Italy,50-69,45 years old,Database Marketing Analyst
6052,Italy,50-69,54 years old,Database Marketing Analyst
6053,Italy,50-69,44 years old,Database Marketing Analyst
6054,Italy,18-29,1998,Computer or Data Processing Systems Consultant
6055,Italy,30-49,1986,Computer or Data Processing Systems Consultant
6056,Italy,30-49,31 years old,Computer or Data Processing Systems Consultant
6057,Italy,30-49,35 years old,Computer or Data Processing Systems Consultant
6058,Italy,50-69,51 years old,Computer or Data Processing Systems Consultant
6059,Italy,30-49,37 years old,Computer or Data Processing Systems Consultant
6060,Italy,50-69,40 years old,Computer or Data Processing Systems Consultant
6061,Italy,50-69,50 years old,Database Development and Administration Project Manager
6062,Italy,30-49,39 years old,Database Development and Administration Project Manager
6063,Italy,30-49,35 years old,Database Development and Administration Project Manager
6064,Italy,50-69,44 years old,Database Development and Administration Project Manager
6065,Italy,50-69,47 years old,Database Development and Administration Project Manager
6066,Italy,50-69,59 years old,Database Development and Administration Project Manager
6067,Italy,30-49,39 years old,Database Development and Administration Project Manager
6068,Italy,50-69,43 years old,Database Development and Administration Project Manager
6069,Italy,50-69,41 years old,Database Development and Administration Project Manager
6070,Italy,50-69,50 years old,Database Development and Administration Project Manager
6071,Italy,50-69,40 years old,"Naval Tactical Data System--Combat Information Center Watch Officer, General"
6072,Italy,50-69,41 years old,"Naval Tactical Data System--Combat Information Center Watch Officer, General"
6073,Italy,18-29,1993,Data Coder Operator
6074,Italy,30-49,1989,Data Coder Operator
6075,Italy,50-69,40 years old,Data Coder Operator
6076,Italy,50-69,42 years old,Data Coder Operator
6077,Italy,30-49,34 years old,Data Coder Operator
6078,Italy,18-29,1993,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
6079,Italy,50-69,45 years old,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
6080,Italy,30-49,35 years old,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
6081,Italy,50-69,42 years old,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
6082,Italy,50-69,47 years old,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
6083,Italy,50-69,45 years old,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
6084,Italy,50-69,48 years old,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
6085,Italy,50-69,44 years old,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
6086,Italy,30-49,39 years old,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
6087,Italy,30-49,39 years old,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
6088,Italy,30-49,34 years old,Data Entry Representative
6089,Italy,50-69,42 years old,Data Entry Representative
6090,Italy,50-69,41 years old,Data Entry Representative
6091,Italy,50-69,53 years old,Data Processing Auditor
6092,Italy,50-69,47 years old,Data Processing Auditor
6093,Italy,30-49,1989,Data Processing Auditor
6094,Italy,18-29,1994,Data Processing Auditor
6095,Italy,18-29,1996,Data Processing Auditor
6096,Italy,50-69,43 years old,Data Processing Auditor
6097,Italy,50-69,42 years old,Data Processing Auditor
6098,Italy,50-69,43 years old,Data Processing Auditor
6099,Italy,50-69,45 years old,Data Processing Auditor
6100,Italy,50-69,56 years old,Data Processing Auditor
6101,Italy,50-69,43 years old,Data Processing Auditor
6102,Italy,50-69,53 years old,Data Processing Auditor
6103,Italy,50-69,45 years old,Data Processing Auditor
6104,Italy,50-69,43 years old,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
6105,Italy,50-69,45 years old,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
6106,Italy,50-69,50 years old,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
6107,Italy,50-69,42 years old,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
6108,Italy,30-49,35 years old,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
6109,Italy,50-69,40 years old,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
6110,Italy,50-69,43 years old,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
6111,Italy,50-69,45 years old,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
6112,Italy,50-69,43 years old,Database Engineer
6113,Italy,30-49,39 years old,Database Engineer
6114,Italy,30-49,34 years old,Database Engineer
6115,Italy,50-69,45 years old,Database Engineer
6116,Italy,30-49,1987,Database Engineer
6117,Italy,18-29,1996,Database Engineer
6118,Italy,50-69,43 years old,Database Engineer
6119,Italy,50-69,55 years old,Database Engineer
6120,Italy,30-49,32 years old,Data Processing Systems Project Planner
6121,Italy,18-29,1997,Data Processing Systems Project Planner
6122,Italy,50-69,42 years old,Data Processing Systems Project Planner
6123,Italy,50-69,43 years old,Data Processing Systems Project Planner
6124,Italy,50-69,47 years old,Data Processing Systems Project Planner
6125,Italy,50-69,45 years old,Data Processing Systems Project Planner
6126,Italy,18-29,1997,Data Processing Systems Project Planner
6127,Italy,30-49,31 years old,Data Processing Systems Project Planner
6128,Italy,50-69,43 years old,Data Processing Systems Project Planner
6129,Italy,30-49,38 years old,Data Processing Systems Project Planner
6130,Italy,50-69,40 years old,Database Administration Associate
6131,Italy,30-49,1989,Database Administration Associate
6132,Italy,30-49,34 years old,Database Administration Associate
6133,Italy,50-69,44 years old,Database Administration Associate
6134,Italy,50-69,47 years old,Database Administration Associate
6135,Italy,30-49,37 years old,Database Administration Associate
6136,Italy,30-49,1987,Data Warehousing Engineer
6137,Italy,50-69,50 years old,Data Warehousing Engineer
6138,Italy,30-49,1986,Data Warehousing Engineer
6139,Italy,50-69,49 years old,Data Warehousing Engineer
6140,Italy,50-69,41 years old,Data Warehousing Engineer
6141,Italy,50-69,41 years old,Data Warehousing Engineer
6142,Italy,50-69,41 years old,Data Warehousing Engineer
6143,Italy,50-69,57 years old,Data Warehousing Engineer
6144,Italy,30-49,35 years old,Data Warehouse Developer
6145,Italy,50-69,40 years old,Data Warehouse Developer
6146,Italy,50-69,46 years old,Data Warehouse Developer
6147,Italy,50-69,47 years old,Data Warehouse Developer
6148,Italy,30-49,39 years old,Data Warehouse Developer
6149,Italy,30-49,31 years old,Data Warehouse Developer
6150,Italy,50-69,47 years old,Data Warehouse Developer
6151,Italy,50-69,41 years old,Database Software Technician
6152,Italy,50-69,45 years old,Database Software Technician
6153,Italy,50-69,48 years old,Database Software Technician
6154,Italy,30-49,36 years old,Database Software Technician
6155,Italy,50-69,56 years old,Database Software Technician
6156,Italy,50-69,43 years old,Database Software Technician
6157,Italy,30-49,38 years old,Database Software Technician
6158,Italy,18-29,1991,Database Software Technician
6159,Italy,30-49,31 years old,Database Software Technician
6160,Italy,18-29,2001,Database Software Technician
6161,Italy,30-49,36 years old,Database Software Technician
6162,Italy,30-49,1986,Data Officer
6163,Italy,18-29,1998,Data Officer
6164,Italy,18-29,1991,Data Officer
6165,Italy,50-69,44 years old,Data Officer
6166,Italy,30-49,37 years old,Data Officer
6167,Italy,50-69,53 years old,Data Officer
6168,Italy,30-49,1988,Data Officer
6169,Italy,30-49,35 years old,Data Officer
6170,Italy,30-49,35 years old,Data Officer
6171,Italy,50-69,45 years old,Data Officer
6172,Italy,50-69,41 years old,Data Officer
6173,Italy,50-69,48 years old,Data Officer
6174,Italy,50-69,50 years old,Data Officer
6175,Italy,30-49,1989,Data Officer
6176,Italy,50-69,40 years old,Data Officer
6177,Italy,30-49,1988,Geographic Information Systems Data Specialist (GIS Data Specialist)
6178,Italy,50-69,41 years old,Geographic Information Systems Data Specialist (GIS Data Specialist)
6179,Italy,50-69,50 years old,Geographic Information Systems Data Specialist (GIS Data Specialist)
6180,Italy,50-69,43 years old,Geographic Information Systems Data Specialist (GIS Data Specialist)
6181,Italy,30-49,33 years old,Geographic Information Systems Data Specialist (GIS Data Specialist)
6182,Italy,30-49,1988,Geographic Information Systems Data Specialist (GIS Data Specialist)
6183,Italy,30-49,34 years old,Geographic Information Systems Data Specialist (GIS Data Specialist)
6184,Italy,50-69,46 years old,Geographic Information Systems Data Specialist (GIS Data Specialist)
6185,Italy,50-69,42 years old,Database Administration Manager
6186,Italy,50-69,40 years old,Database Administration Manager
6187,Italy,30-49,1989,Database Administration Manager
6188,Italy,30-49,1990,Database Administration Manager
6189,Italy,18-29,1991,Database Administration Manager
6190,Italy,30-49,37 years old,Database Administration Manager
6191,Italy,18-29,2000,Database Administration Manager
6192,Italy,18-29,1991,Database Administration Manager
6193,Italy,50-69,41 years old,Database Administration Manager
6194,Italy,50-69,57 years old,Database Administration Manager
6195,Italy,50-69,44 years old,Database Administration Manager
6196,Italy,50-69,42 years old,Database Administration Manager
6197,Italy,50-69,40 years old,Database Security Expert
6198,Italy,50-69,42 years old,Database Security Expert
6199,Italy,50-69,40 years old,Database Security Expert
6200,Italy,30-49,32 years old,Database Security Expert
6201,Italy,50-69,45 years old,Database Security Expert
6202,Italy,30-49,36 years old,Database Security Expert
6203,Italy,18-29,1993,Database Security Expert
6204,Italy,50-69,42 years old,Database Security Expert
6205,Italy,50-69,41 years old,Database Security Expert
6206,Italy,18-29,1996,Data Systems Manager
6207,Italy,50-69,51 years old,Data Systems Manager
6208,Italy,50-69,48 years old,Data Systems Manager
6209,Italy,50-69,50 years old,Data Systems Manager
6210,Italy,50-69,44 years old,Data Systems Manager
6211,Italy,50-69,44 years old,Data Systems Manager
6212,Italy,50-69,41 years old,Data Systems Manager
6213,Italy,50-69,54 years old,Data Systems Manager
6214,Italy,30-49,33 years old,Data Warehousing Manager
6215,Italy,30-49,35 years old,Data Warehousing Manager
6216,Italy,50-69,41 years old,Data Warehousing Manager
6217,Italy,30-49,1988,Data Warehousing Manager
6218,Italy,50-69,45 years old,Data Warehousing Manager
6219,Italy,50-69,50 years old,Data Warehousing Manager
6220,Italy,30-49,35 years old,Data Warehousing Manager
6221,Italy,50-69,43 years old,Data Warehousing Manager
6222,Italy,30-49,39 years old,Data Warehousing Manager
6223,Italy,50-69,55 years old,Data Warehousing Manager
6224,Italy,50-69,57 years old,Data Warehousing Manager
6225,Italy,30-49,1990,Data Warehousing Manager
6226,Italy,50-69,46 years old,Data Warehousing Manager
6227,Italy,50-69,40 years old,Geographic Information Systems Data Administrator (GIS Data Administrator)
6228,Italy,50-69,45 years old,Geographic Information Systems Data Administrator (GIS Data Administrator)
6229,Italy,50-69,57 years old,Geographic Information Systems Data Administrator (GIS Data Administrator)
6230,Italy,18-29,1998,Geographic Information Systems Data Administrator (GIS Data Administrator)
6231,Italy,30-49,1988,Geographic Information Systems Data Administrator (GIS Data Administrator)
6232,Italy,50-69,51 years old,Data Base Design Analyst
6233,Italy,50-69,47 years old,Data Base Design Analyst
6234,Italy,50-69,45 years old,Data Base Design Analyst
6235,Italy,18-29,1996,Data Base Design Analyst
6236,Italy,50-69,42 years old,Data Base Design Analyst
6237,Italy,50-69,50 years old,Data Base Design Analyst
6238,Italy,50-69,57 years old,Data Base Design Analyst
6239,Italy,50-69,42 years old,Data Base Design Analyst
6240,Italy,30-49,31 years old,Data Base Design Analyst
6241,Italy,50-69,40 years old,Director of Data Operations
6242,Italy,50-69,46 years old,Director of Data Operations
6243,Italy,50-69,44 years old,Director of Data Operations
6244,Italy,50-69,40 years old,Director of Data Operations
6245,Italy,50-69,44 years old,Director of Data Operations
6246,Italy,18-29,1994,Director of Data Operations
6247,Italy,30-49,38 years old,Director of Data Operations
6248,Italy,50-69,43 years old,Director of Data Operations
6249,Italy,50-69,47 years old,Database Modeler
6250,Italy,50-69,42 years old,Database Modeler
6251,Italy,50-69,46 years old,Database Modeler
6252,Italy,50-69,46 years old,Database Modeler
6253,Italy,50-69,46 years old,Database Modeler
6254,Italy,50-69,44 years old,Database Modeler
6255,Italy,50-69,42 years old,Data Administrator
6256,Italy,50-69,49 years old,Data Administrator
6257,Italy,30-49,35 years old,Data Administrator
6258,Italy,50-69,44 years old,Data Administrator
6259,Italy,18-29,1991,Data Administrator
6260,Italy,18-29,1996,Data Administrator
6261,Italy,30-49,35 years old,Data Administrator
6262,Italy,30-49,33 years old,Data Administrator
6263,Italy,50-69,45 years old,Data Administrator
6264,Italy,18-29,1993,Data Administrator
6265,Italy,50-69,45 years old,Data Administrator
6266,Italy,50-69,45 years old,Data Administrator
6267,Italy,30-49,35 years old,Data Administrator
6268,Italy,50-69,43 years old,Field Artillery Automated Tactical Data System Specialist
6269,Italy,30-49,31 years old,Field Artillery Automated Tactical Data System Specialist
6270,Italy,50-69,62 years old,Database Design Analyst
6271,Italy,30-49,1987,Database Design Analyst
6272,Italy,50-69,47 years old,Database Design Analyst
6273,Italy,30-49,38 years old,Database Design Analyst
6274,Italy,30-49,38 years old,Database Design Analyst
6275,Italy,50-69,45 years old,Database Design Analyst
6276,Italy,30-49,1986,Database Design Analyst
6277,Italy,30-49,1987,Database Design Analyst
6278,Italy,30-49,37 years old,Database Security Administrator
6279,Italy,30-49,1987,Database Security Administrator
6280,Italy,50-69,42 years old,Database Security Administrator
6281,Italy,50-69,42 years old,Database Security Administrator
6282,Italy,50-69,50 years old,Database Security Administrator
6283,Italy,50-69,47 years old,Database Security Administrator
6284,Italy,50-69,45 years old,Database Security Administrator
6285,Italy,50-69,45 years old,Database Security Administrator
6286,Italy,30-49,39 years old,Database Security Administrator
6287,Italy,50-69,40 years old,Database Security Administrator
6288,Italy,50-69,49 years old,Database Security Administrator
6289,Italy,50-69,50 years old,Database Manager
6290,Italy,30-49,1987,Database Manager
6291,Italy,50-69,40 years old,Database Manager
6292,Italy,30-49,1986,Database Manager
6293,Italy,50-69,45 years old,Database Manager
6294,Italy,50-69,51 years old,Database Manager
6295,Italy,50-69,42 years old,Database Manager
6296,Italy,50-69,44 years old,Database Manager
6297,Italy,18-29,1996,Geographic Information Systems Data Manager (GIS Data Manager)
6298,Italy,50-69,59 years old,Geographic Information Systems Data Manager (GIS Data Manager)
6299,Italy,30-49,36 years old,Geographic Information Systems Data Manager (GIS Data Manager)
6300,Italy,50-69,47 years old,Geographic Information Systems Data Manager (GIS Data Manager)
6301,Italy,18-29,1991,Geographic Information Systems Data Manager (GIS Data Manager)
6302,Italy,50-69,52 years old,Geographic Information Systems Data Manager (GIS Data Manager)
6303,Italy,50-69,40 years old,Clinical Data Specialist
6304,Italy,18-29,1998,Clinical Data Specialist
6305,Italy,50-69,54 years old,Data Management Information Technology Specialist
6306,Italy,50-69,43 years old,Data Management Information Technology Specialist
6307,Italy,50-69,48 years old,Data Management Information Technology Specialist
6308,Italy,50-69,46 years old,Data Management Information Technology Specialist
6309,Italy,50-69,41 years old,Data Management Information Technology Specialist
6310,Italy,50-69,42 years old,Data Management Information Technology Specialist
6311,Italy,50-69,45 years old,Data Management Information Technology Specialist
6312,Italy,50-69,40 years old,Data Management Information Technology Specialist
6313,Italy,30-49,1988,Data Management Information Technology Specialist
6314,Italy,50-69,54 years old,Internet Database Specialist
6315,Italy,50-69,48 years old,Internet Database Specialist
6316,Italy,50-69,41 years old,Internet Database Specialist
6317,Italy,30-49,35 years old,Internet Database Specialist
6318,Italy,50-69,42 years old,Internet Database Specialist
6319,Italy,50-69,58 years old,Internet Database Specialist
6320,Italy,30-49,1988,Internet Database Specialist
6321,Italy,30-49,39 years old,Internet Database Specialist
6322,Italy,50-69,45 years old,Internet Database Specialist
6323,Italy,50-69,42 years old,Internet Database Specialist
6324,Italy,30-49,1986,Internet Database Specialist
